ad_id,Campaign,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion
1121906,N,144674,35-39,F,16,1184580,194,297.8299981,14,3
1121907,F,144675,35-39,F,18,98057,20,31.00999963,1,1
1121917,K,144676,35-39,F,19,238735,56,84.65999889,4,1
1121918,E,144676,35-39,F,19,320657,77,115.8800026,2,0
1121925,Q,144678,35-39,F,21,244074,57,84.51000023,4,2
1121928,O,144678,35-39,F,21,39146,8,13.05999959,1,0
1121931,H,144679,35-39,F,22,78468,15,23.64999962,1,0
1121933,D,144679,35-39,F,22,325653,63,89.35000026,2,0
1121935,D,144679,35-39,F,22,66277,12,17.30000019,1,0
1121936,S,144679,35-39,F,22,93002,16,23.33999968,1,0
1121944,D,144681,35-39,F,24,109723,27,40.9600004,1,0
1121948,N,144681,35-39,F,24,118941,35,50.11000001,4,1
1121949,S,144682,35-39,F,25,221576,47,66.79000068,6,1
1121953,K,144682,35-39,F,25,8341,1,1.639999986,1,0
1121954,D,144682,35-39,F,25,120335,26,36.2299993,2,0
1121955,M,144683,35-39,F,26,182098,40,62.86999989,1,1
1121956,F,144683,35-39,F,26,227473,52,71.58000052,1,1
1121962,I,144684,35-39,F,27,1050947,230,350.5099957,6,1
1121963,A,144684,35-39,F,27,720859,162,213.6899986,13,5
1121971,N,144685,35-39,F,28,41111,8,10.96000016,1,0
1121973,R,144686,35-39,F,29,148616,25,37.39999962,6,4
1121976,A,144686,35-39,F,29,707260,135,210.8200028,13,6
1121977,O,144686,35-39,F,29,139596,26,42.41000032,1,1
1121983,S,144687,35-39,F,30,105399,22,33.19999933,2,0
1121994,P,144689,35-39,F,32,222378,50,72.91000104,1,0
1122003,O,144691,35-39,F,63,975792,210,293.8800011,10,4
1122004,J,144691,35-39,F,63,579150,125,167.0499997,5,1
1122005,E,144691,35-39,F,63,449588,81,123.800001,5,2
1122006,H,144691,35-39,F,63,318157,56,85.70000196,3,0
1122007,F,144691,35-39,F,63,196967,43,65.17999971,2,1
1122011,O,144692,35-39,F,64,158298,37,46.43000007,4,1
1122012,F,144692,35-39,F,64,222739,55,68.55999959,5,2
1122022,C,144694,35-39,F,2,20780,5,8.189999938,1,0
1122027,I,144695,35-39,F,7,128616,33,48.54999948,2,0
1122039,E,144697,40-44,F,10,258954,61,82.27999902,1,0
1122040,H,144697,40-44,F,10,205289,48,71.53000104,3,0
1122041,Q,144697,40-44,F,10,611601,138,191.419996,8,3
1122043,E,144697,40-44,F,10,947657,233,321.8700004,8,4
1122044,R,144697,40-44,F,10,233043,49,65.03000033,2,0
1122047,A,144698,40-44,F,15,582725,142,194.8099988,9,2
1122052,Q,144699,40-44,F,16,265038,51,78.45999932,2,1
1122054,I,144699,40-44,F,16,222273,39,53.62999868,6,1
1122055,B,144699,40-44,F,16,797234,170,243.7699978,4,1
1122056,H,144699,40-44,F,16,925555,182,262.8899981,4,2
1122058,P,144700,40-44,F,18,22210,3,4.050000191,1,1
1122075,I,144703,40-44,F,21,46391,11,16.40999985,3,1
1122078,F,144703,40-44,F,21,190477,42,66.38999987,1,0
1122079,G,144703,40-44,F,21,25382,7,9.609999895,1,0
1122085,S,144704,40-44,F,22,65726,17,22.12000012,2,0
1122089,M,144705,40-44,F,23,195220,51,78.06000042,1,0
1122092,L,144705,40-44,F,23,107501,27,40.87999928,2,2
1122101,F,144707,40-44,F,25,197772,63,88.21000016,7,2
1122102,N,144707,40-44,F,25,138154,35,48.93999863,1,0
1122103,D,144707,40-44,F,25,270124,69,95.84999895,2,0
1122105,H,144708,40-44,F,26,303971,77,106.9299998,11,6
1122107,B,144708,40-44,F,26,682046,183,254.419997,4,2
1122109,S,144708,40-44,F,26,328365,83,117.3400005,2,1
1122112,F,144709,40-44,F,27,1083259,276,390.2599992,11,0
1122113,H,144709,40-44,F,27,913929,245,340.4099993,7,2
1122118,J,144710,40-44,F,28,101586,24,33.47000039,2,1
1122120,J,144710,40-44,F,28,181053,46,66.27999985,3,1
1122121,M,144710,40-44,F,28,133419,35,48.18000007,2,1
1122125,H,144711,40-44,F,29,489573,113,156.1199993,3,2
1122127,P,144711,40-44,F,29,822023,194,288.3300035,6,0
1122131,F,144712,40-44,F,30,93176,29,40.37000024,1,1
1122138,Q,144713,40-44,F,31,47229,13,19.27999985,1,0
1122139,A,144713,40-44,F,31,92263,24,34.03000015,1,0
1122140,O,144713,40-44,F,31,81551,21,29.67000008,1,0
1122145,N,144714,40-44,F,32,141037,32,47.78999913,3,0
1122146,H,144714,40-44,F,32,319501,79,111.6500003,0,0
1122149,I,144715,40-44,F,36,72741,19,24.33000016,2,0
1122154,B,144716,40-44,F,63,597419,135,188.5100002,2,1
1122157,B,144716,40-44,F,63,98768,21,33.14000034,1,1
1122160,S,144717,40-44,F,64,173165,41,59.85000026,1,0
1122165,N,144718,40-44,F,65,55823,13,21.10999966,1,1
1122166,M,144718,40-44,F,65,118451,28,38.35000062,4,1
1122176,N,144719,40-44,F,2,74424,22,30.84000027,1,1
1122177,O,144720,40-44,F,7,47929,12,14.58999991,1,1
1122182,R,144720,40-44,F,7,40801,12,15.91999972,0,0
1122183,N,144721,40-44,F,66,66017,17,24.22000015,1,0
1122189,D,144722,45-49,F,10,725043,179,238.4000007,5,3
1122191,C,144722,45-49,F,10,382776,97,132.7300007,5,1
1122192,J,144722,45-49,F,10,548250,137,201.6000042,5,1
1122193,Q,144722,45-49,F,10,1358324,346,465.0799981,8,2
1122197,N,144723,45-49,F,15,662249,163,234.9399992,2,0
1122200,C,144723,45-49,F,15,559554,139,195.0799994,2,0
1122201,A,144724,45-49,F,16,320757,68,104.6899989,2,0
1122202,J,144724,45-49,F,16,906151,202,295.5499957,1,0
1122203,D,144724,45-49,F,16,699314,164,226.0300014,3,0
1122204,H,144724,45-49,F,16,850337,198,287.690003,3,1
1122205,D,144724,45-49,F,16,1015460,247,315.9000051,9,2
1122209,G,144725,45-49,F,18,890295,227,332.9899989,1,0
1122210,J,144725,45-49,F,18,791817,194,282.490001,4,2
1122211,A,144725,45-49,F,18,317601,76,115.6600008,1,0
1122212,J,144725,45-49,F,18,685211,164,247.3200026,4,3
1122213,P,144726,45-49,F,19,32781,7,11.20000017,2,2
1122216,P,144726,45-49,F,19,76785,19,25.45999998,3,0
1122217,R,144726,45-49,F,19,719083,206,299.5299983,12,5
1122223,O,144727,45-49,F,20,368480,107,140.4200011,5,4
1122224,L,144727,45-49,F,20,260945,73,100.8800011,2,2
1122225,E,144728,45-49,F,21,40998,10,13.35000038,1,0
1122227,A,144728,45-49,F,21,183293,53,73.74999964,2,1
1122232,P,144729,45-49,F,22,221561,55,76.75999916,1,0
1122233,N,144729,45-49,F,22,436943,109,145.8199974,1,1
1122240,H,144730,45-49,F,23,284488,90,125.2700011,1,1
1122244,I,144731,45-49,F,24,85083,32,38.62999976,1,1
1122246,K,144731,45-49,F,24,14167,5,7.139999986,1,0
1122249,L,144732,45-49,F,25,300637,84,116.9899981,2,0
1122253,K,144732,45-49,F,25,449921,129,175.9700005,5,1
1122254,B,144732,45-49,F,25,282899,71,105.6600007,1,0
1122257,N,144733,45-49,F,26,669671,186,259.1799988,4,1
1122258,O,144733,45-49,F,26,108655,28,46.92000186,1,0
1122260,A,144733,45-49,F,26,536248,146,187.7399978,3,0
1122262,O,144734,45-49,F,27,1055017,265,380.6599952,16,2
1122265,M,144734,45-49,F,27,1428421,367,541.7000023,10,0
1122266,N,144734,45-49,F,27,1088027,272,409.5600026,9,4
1122267,D,144735,45-49,F,28,288517,78,102.3900002,3,0
1122268,H,144735,45-49,F,28,202231,53,67.13000107,3,1
1122270,S,144735,45-49,F,28,73222,16,22.86000025,1,0
1122271,A,144735,45-49,F,28,348542,96,134.889999,2,0
1122273,I,144736,45-49,F,29,1097966,266,369.069997,16,8
1122274,K,144736,45-49,F,29,526923,138,198.0899972,2,1
1122276,M,144736,45-49,F,29,264386,66,91.00000054,4,1
1122277,C,144736,45-49,F,29,854940,227,297.9100007,8,3
1122279,A,144737,45-49,F,30,113567,34,50.29000044,3,0
1122282,Q,144737,45-49,F,30,22859,6,9.419999838,1,0
1122288,D,144738,45-49,F,31,51754,13,20.51999998,1,0
1122290,D,144738,45-49,F,31,104347,28,38.13999993,4,3
1122303,A,144741,45-49,F,63,391998,97,142.0500025,3,1
1122304,K,144741,45-49,F,63,1111156,282,402.3000026,5,0
1122308,G,144741,45-49,F,63,427772,117,159.299999,3,1
1122310,A,144742,45-49,F,64,536457,136,193.6599991,2,1
1122311,B,144742,45-49,F,64,179894,43,66.83999872,2,0
1122312,K,144742,45-49,F,64,479882,131,178.6700007,6,0
1122313,L,144742,45-49,F,64,358261,91,130.3600011,1,0
1122316,B,144743,45-49,F,65,346688,88,114.8599998,2,0
1314296,E,179863,30-34,M,100,33445,2,3.199999928,1,0
1314297,H,179864,30-34,M,101,72228,5,7.529999852,4,4
1314298,P,179865,30-34,M,102,49699,2,2.690000057,2,1
1314299,P,179866,30-34,M,103,189761,18,27.32999969,4,1
1314301,C,179868,30-34,M,105,312524,37,53.78999972,2,0
1314303,O,179870,30-34,M,107,496760,42,61.00999904,10,3
1314306,P,179873,30-34,M,110,310988,34,46.66999936,11,3
1314307,D,179874,30-34,M,111,98606,9,12.10999984,1,0
1314308,D,179875,30-34,M,112,51104,2,3.199999928,3,1
1314309,M,179876,30-34,M,113,276762,22,32.09000015,5,1
1314312,O,179879,35-39,M,101,33534,2,2.960000038,1,1
1314313,M,179880,35-39,M,102,128859,16,23.69999957,1,0
1314314,C,179881,35-39,M,103,92080,12,16.94000018,3,2
1314316,G,179883,35-39,M,105,211882,33,46.64999926,3,1
1314318,G,179885,35-39,M,107,112776,9,12.67999995,1,0
1314319,B,179886,35-39,M,108,145324,14,19.82000005,2,1
1314320,P,179887,35-39,M,109,106492,14,21.26000023,2,0
1314321,R,179888,35-39,M,110,233845,30,40.73000062,3,0
1314323,J,179890,35-39,M,112,155426,17,25.01000023,3,0
1314324,P,179891,35-39,M,113,97540,8,11.5199995,2,1
1314325,I,179892,35-39,M,114,61441,5,7.700000048,1,0
1314326,C,179893,40-44,M,100,76703,9,12.14999962,3,1
1314327,I,179894,40-44,M,101,68619,10,14.96000034,1,0
1314330,O,179897,40-44,M,104,17559,1,1.49000001,1,1
1314331,G,179898,40-44,M,105,137879,19,28.47000003,2,0
1314332,R,179899,40-44,M,106,67710,10,15.14999998,1,0
1314333,A,179900,40-44,M,107,348180,41,60.22999907,3,1
1314334,D,179901,40-44,M,108,146246,18,28.71999955,3,1
1314336,G,179903,40-44,M,110,187236,24,34.86999965,2,2
1314337,S,179904,40-44,M,111,72157,9,13.50000036,1,1
1314338,R,179905,40-44,M,112,91180,10,13.55999994,1,0
1314339,J,179906,40-44,M,113,86293,6,9.259999871,1,1
1314341,E,179908,45-49,M,100,101410,12,17.94000006,4,0
1314343,E,179910,45-49,M,102,134245,18,25.75000024,2,1
1314345,I,179912,45-49,M,104,125650,20,30.08000076,4,0
1314346,R,179913,45-49,M,105,50406,5,7.26000011,1,1
1314348,N,179915,45-49,M,107,121769,13,18.41999996,2,1
1314349,N,179916,45-49,M,108,267106,34,50.5,4,1
1314350,M,179917,45-49,M,109,365539,57,82.13999915,5,2
1314351,H,179918,45-49,M,110,188758,25,36.60000038,2,1
1314353,F,179920,45-49,M,112,108426,13,19.58000016,1,0
1314354,G,179921,45-49,M,113,138525,9,13.65000045,3,0
1314355,M,179922,45-49,M,114,150858,21,30.26000011,1,0
1314357,S,179924,30-34,F,101,524306,81,113.6800029,10,4
1314358,A,179925,30-34,F,102,104496,9,11.42999983,3,2
1314359,Q,179926,30-34,F,103,452519,68,99.52000237,7,2
1314360,E,179927,30-34,F,104,442919,76,110.7800021,21,2
1314361,G,179928,30-34,F,105,596831,86,120.8799992,11,0
1314362,O,179929,30-34,F,106,173912,26,35.54000032,2,1
1314363,B,179930,30-34,F,107,780967,86,119.6400018,20,4
1314364,N,179931,30-34,F,108,132124,8,11.18999994,4,0
1314365,C,179932,30-34,F,109,623137,100,138.9200006,12,1
1314366,O,179933,30-34,F,110,99020,10,14.48000044,4,1
1314367,K,179934,30-34,F,111,665817,117,163.8000002,23,9
1314368,D,179935,30-34,F,112,699232,80,111.9899995,12,3
1314371,C,179938,35-39,F,100,72982,11,15.04999995,1,0
1314372,O,179939,35-39,F,101,975884,167,237.3199975,14,3
1314373,A,179940,35-39,F,102,245607,33,47.87999952,3,1
1314377,M,179944,35-39,F,106,485369,114,164.6400015,3,0
1314378,D,179945,35-39,F,107,866355,139,200.8299961,11,5
1314379,E,179946,35-39,F,108,502710,72,105.2199969,8,2
1314380,G,179947,35-39,F,109,475184,88,127.3200028,4,1
1314381,L,179948,35-39,F,110,357401,47,68.67000008,8,1
1314382,S,179949,35-39,F,111,99810,14,20.05000019,2,0
1314383,N,179950,35-39,F,112,81569,6,9.409999967,3,1
1314384,R,179951,35-39,F,113,441192,53,77.59999979,6,2
1314385,G,179952,35-39,F,114,90470,11,16.73000002,1,1
1314386,N,179953,40-44,F,100,834243,166,246.7499975,18,7
1314387,H,179954,40-44,F,101,696612,152,223.1899948,31,9
1314388,S,179955,40-44,F,102,329333,48,67.60999918,1,0
1314389,R,179956,40-44,F,103,1114711,224,319.0000019,6,0
1314390,B,179957,40-44,F,104,267316,58,82.92999887,3,0
1314391,I,179958,40-44,F,105,228629,38,57,2,0
1314392,E,179959,40-44,F,106,758340,159,233.110002,13,4
1314393,J,179960,40-44,F,107,877535,149,217.7799966,5,2
1314394,F,179961,40-44,F,108,1357386,223,323.0600071,10,1
1314395,Q,179962,40-44,F,109,280240,61,87.99000168,2,2
1314396,P,179963,40-44,F,110,419922,75,105.4500008,3,1
1314397,F,179964,40-44,F,111,402975,83,120.8999977,1,0
1314398,P,179965,40-44,F,112,1137635,211,301.0499992,30,10
1314400,F,179967,40-44,F,114,250234,40,62.31999922,4,1
1314401,L,179968,45-49,F,100,904907,195,279.219995,11,1
1314402,D,179969,45-49,F,101,589270,107,158.0500023,10,4
1314403,C,179970,45-49,F,102,168714,24,36.01000071,2,2
1314404,R,179971,45-49,F,103,71982,11,16.34000051,1,0
1314405,B,179972,45-49,F,104,558666,110,162.6399975,14,5
1314406,B,179973,45-49,F,105,1118200,235,333.7499943,11,4
1314407,I,179974,45-49,F,106,107100,23,33.71000051,1,0
1314408,R,179975,45-49,F,107,877769,160,232.5900005,13,4
1314409,E,179976,45-49,F,108,212508,33,47.69000006,4,1
1314410,P,179977,45-49,F,109,1129773,252,358.189997,13,2
1314411,Q,179978,45-49,F,110,637549,120,173.8800035,3,0
1314412,S,179979,45-49,F,111,151531,28,40.28999949,2,0
1314414,B,179981,45-49,F,113,790253,135,198.7100005,8,2
1314415,G,179982,45-49,F,114,513161,114,165.6099987,5,2
